要素ID,DAOLU_ID,道路名称,几何类型,坐标系,长度（米）,最小经度,最大经度,最小纬度,最大纬度,经纬度坐标点列表
570,DAOLU_2022_569,秦状元里,LineString,EPSG:4326 (WGS84经纬度),146.78,118.777316,118.777816,32.022433,32.023686,"[(118.777816, 32.023686), (118.777316, 32.022433)]"
571,DAOLU_2022_570,小火瓦巷,LineString,EPSG:4326 (WGS84经纬度),174.08,118.78144,118.783253,32.032915,32.033179,"[(118.783253, 32.032915), (118.782999, 32.032991), (118.78144, 32.033179)]"
572,DAOLU_2022_571,小火瓦巷,LineString,EPSG:4326 (WGS84经纬度),174.01,118.78144,118.783253,32.032915,32.033179,"[(118.783253, 32.032915), (118.782959, 32.032995), (118.78144, 32.033179)]"
573,DAOLU_2022_572,明瓦廊,LineString,EPSG:4326 (WGS84经纬度),131.38,118.778057,118.778538,32.039106,32.040218,"[(118.778538, 32.040218), (118.778057, 32.039106)]"
574,DAOLU_2022_573,延龄巷,LineString,EPSG:4326 (WGS84经纬度),115.78,118.787482,118.78797,32.042245,32.043203,"[(118.787482, 32.042245), (118.78797, 32.043203)]"
575,DAOLU_2022_574,五福巷,LineString,EPSG:4326 (WGS84经纬度),88.99,118.792403,118.793322,32.030472,32.030649,"[(118.792403, 32.030649), (118.793322, 32.030472)]"
576,DAOLU_2022_575,二条巷,LineString,EPSG:4326 (WGS84经纬度),279.22,118.795487,118.796125,32.03493,32.037389,"[(118.796125, 32.037389), (118.796066, 32.037166), (118.795744, 32.035856), (118.795487, 32.03493)]"
577,DAOLU_2022_576,二条巷,LineString,EPSG:4326 (WGS84经纬度),77.62,118.79748,118.797606,32.041803,32.042495,"[(118.797606, 32.042495), (118.797512, 32.041966), (118.797505, 32.04193), (118.79748, 32.041803)]"
578,DAOLU_2022_577,鸣羊街,LineString,EPSG:4326 (WGS84经纬度),172.88,118.769415,118.769545,32.019039,32.020594,"[(118.769545, 32.020594), (118.769415, 32.019039)]"
579,DAOLU_2022_578,柳叶街,LineString,EPSG:4326 (WGS84经纬度),222.46,118.770776,118.772161,32.025008,32.026623,"[(118.772161, 32.025008), (118.771787, 32.02546), (118.771337, 32.026088), (118.770789, 32.026612), (118.770776, 32.026623)]"
580,DAOLU_2022_579,大光路,LineString,EPSG:4326 (WGS84经纬度),280.26,118.807922,118.810878,32.025489,32.0257,"[(118.807922, 32.0257), (118.809609, 32.025543), (118.810878, 32.025489)]"
581,DAOLU_2022_580,五福巷,LineString,EPSG:4326 (WGS84经纬度),301.95,118.767679,118.768891,32.025506,32.028007,"[(118.768891, 32.028007), (118.768569, 32.027643), (118.767679, 32.025506)]"
582,DAOLU_2022_581,八宝前街,LineString,EPSG:4326 (WGS84经纬度),161.77,118.796542,118.79825,32.029399,32.029507,"[(118.796542, 32.029507), (118.79825, 32.029399)]"
583,DAOLU_2022_582,金銮巷,LineString,EPSG:4326 (WGS84经纬度),141.58,118.780296,118.780689,32.038489,32.039721,"[(118.780296, 32.038489), (118.780689, 32.039721)]"
584,DAOLU_2022_583,钓鱼台,LineString,EPSG:4326 (WGS84经纬度),171.42,118.771867,118.772065,32.019106,32.020637,"[(118.772065, 32.019106), (118.771875, 32.019981), (118.771867, 32.020637)]"
585,DAOLU_2022_584,教敷巷,LineString,EPSG:4326 (WGS84经纬度),177.26,118.779172,118.780912,32.023477,32.023993,"[(118.779172, 32.023993), (118.779704, 32.02388), (118.780119, 32.0238), (118.780526, 32.023686), (118.780784, 32.023609), (118.780912, 32.023477)]"
586,DAOLU_2022_585,双塘园,LineString,EPSG:4326 (WGS84经纬度),96.89,118.784851,118.785047,32.014656,32.015514,"[(118.785047, 32.015514), (118.784851, 32.014656)]"
587,DAOLU_2022_586,文昌桥,LineString,EPSG:4326 (WGS84经纬度),5.96,118.791977,118.792038,32.055559,32.055573,"[(118.792038, 32.055559), (118.791977, 32.055573)]"
588,DAOLU_2022_587,百子亭,LineString,EPSG:4326 (WGS84经纬度),474.36,118.778948,118.780915,32.066921,32.070167,"[(118.778948, 32.070149), (118.77912, 32.070153), (118.780051, 32.070167), (118.780112, 32.070019), (118.780145, 32.069845), (118.78019, 32.069552), (118.780266, 32.06906), (118.780384, 32.068719), (118.780566, 32.068284), (118.780785, 32.067566), (118.780915, 32.066921)]"
589,DAOLU_2022_588,佛心桥,LineString,EPSG:4326 (WGS84经纬度),642.38,118.811591,118.812535,32.049262,32.054991,"[(118.812535, 32.054991), (118.812342, 32.0542), (118.812096, 32.053017), (118.811902, 32.051772), (118.8118, 32.051174), (118.811623, 32.050144), (118.811591, 32.049471), (118.811602, 32.049262)]"
590,DAOLU_2022_589,太平桥北,LineString,EPSG:4326 (WGS84经纬度),54.24,118.795555,118.795746,32.048289,32.048751,"[(118.795555, 32.048289), (118.795564, 32.048311), (118.795746, 32.048751)]"
591,DAOLU_2022_590,新安里,LineString,EPSG:4326 (WGS84经纬度),204.21,118.78358,118.783848,32.054178,32.056006,"[(118.78358, 32.054178), (118.783848, 32.056006)]"
592,DAOLU_2022_591,石婆婆巷,LineString,EPSG:4326 (WGS84经纬度),353.49,118.781979,118.78571,32.058509,32.05877,"[(118.78571, 32.058509), (118.781979, 32.05877)]"
593,DAOLU_2022_592,如意里,LineString,EPSG:4326 (WGS84经纬度),410.22,118.786197,118.790426,32.048641,32.049475,"[(118.790426, 32.048641), (118.789761, 32.048821), (118.787251, 32.049282), (118.786197, 32.049475)]"
594,DAOLU_2022_593,荷包套,LineString,EPSG:4326 (WGS84经纬度),275.25,118.79695,118.799842,32.054927,32.055239,"[(118.799842, 32.054927), (118.798224, 32.055081), (118.797696, 32.055146), (118.79695, 32.055239)]"
595,DAOLU_2022_594,网巾市,LineString,EPSG:4326 (WGS84经纬度),352.57,118.785285,118.786197,32.046392,32.049475,"[(118.785285, 32.046392), (118.785697, 32.047786), (118.78603, 32.048899), (118.786197, 32.049475)]"
596,DAOLU_2022_595,沙塘园,LineString,EPSG:4326 (WGS84经纬度),212.84,118.788194,118.790347,32.053675,32.054146,"[(118.790347, 32.053675), (118.790086, 32.053685), (118.789699, 32.053758), (118.789513, 32.053809), (118.789208, 32.053887), (118.789091, 32.053989), (118.788676, 32.054067), (118.788416, 32.054106), (118.788194, 32.054146)]"
597,DAOLU_2022_596,昆仑路,LineString,EPSG:4326 (WGS84经纬度),198.49,118.780915,118.782773,32.066921,32.067563,"[(118.780915, 32.066921), (118.782145, 32.067061), (118.782773, 32.067563)]"
598,DAOLU_2022_597,韩家巷,LineString,EPSG:4326 (WGS84经纬度),266.47,118.778867,118.78165,32.049327,32.049704,"[(118.78165, 32.049327), (118.781138, 32.049439), (118.781056, 32.04945), (118.780285, 32.049557), (118.779832, 32.049605), (118.778867, 32.049704)]"
599,DAOLU_2022_598,太平桥南,LineString,EPSG:4326 (WGS84经纬度),63.02,118.79993,118.800595,32.047542,32.047588,"[(118.79993, 32.047542), (118.800211, 32.047553), (118.800595, 32.047588)]"
600,DAOLU_2022_599,太平桥南,LineString,EPSG:4326 (WGS84经纬度),30.78,118.799611,118.799936,32.047542,32.047561,"[(118.799611, 32.047561), (118.799936, 32.047542)]"
601,DAOLU_2022_600,长江后街,LineString,EPSG:4326 (WGS84经纬度),282.82,118.790426,118.793403,32.048472,32.048641,"[(118.790426, 32.048641), (118.790643, 32.048604), (118.791314, 32.04849), (118.7929, 32.048481), (118.793403, 32.048472)]"
602,DAOLU_2022_601,杨将军巷,LineString,EPSG:4326 (WGS84经纬度),345.39,118.78603,118.78955,32.048067,32.048899,"[(118.78603, 32.048899), (118.786872, 32.04867), (118.787089, 32.04862), (118.787682, 32.048484), (118.787776, 32.048442), (118.78955, 32.048067)]"
603,DAOLU_2022_602,文德路,LineString,EPSG:4326 (WGS84经纬度),491.29,118.791387,118.793878,32.050058,32.052715,"[(118.791387, 32.052715), (118.792159, 32.052578), (118.792647, 32.052487), (118.793238, 32.052391), (118.793807, 32.052371), (118.793785, 32.051642), (118.793686, 32.051208), (118.793827, 32.050687), (118.793837, 32.050304), (118.793878, 32.050058)]"
604,DAOLU_2022_603,桃源新村,MultiLineString,EPSG:4326 (WGS84经纬度),283,118.797832,118.798952,32.046229,32.04787,"[(118.798952, 32.046737), (118.798944, 32.046229), (118.798951, 32.046737), (118.797832, 32.04681), (118.79793, 32.047307), (118.797927, 32.047303), (118.798072, 32.047859), (118.798075, 32.04787)]"
605,DAOLU_2022_604,兰园,LineString,EPSG:4326 (WGS84经纬度),400.65,118.794389,118.797095,32.056314,32.058187,"[(118.794629, 32.058187), (118.794594, 32.057827), (118.794389, 32.056997), (118.795184, 32.056774), (118.797095, 32.056314)]"
606,DAOLU_2022_605,雍园,MultiLineString,EPSG:4326 (WGS84经纬度),373.7,118.797086,118.799615,32.046214,32.047561,"[(118.79945, 32.046214), (118.798836, 32.046233), (118.797086, 32.046244), (118.799451, 32.046215), (118.799453, 32.046456), (118.799482, 32.046864), (118.799615, 32.047561)]"
607,DAOLU_2022_606,大纱帽巷,LineString,EPSG:4326 (WGS84经纬度),260.27,118.787409,118.790054,32.051255,32.051912,"[(118.790054, 32.051255), (118.788637, 32.051589), (118.788366, 32.051662), (118.787774, 32.051821), (118.787409, 32.051912)]"
608,DAOLU_2022_607,石婆婆庵,LineString,EPSG:4326 (WGS84经纬度),343.51,118.785697,118.789235,32.047075,32.047786,"[(118.789235, 32.047075), (118.787827, 32.047415), (118.785697, 32.047786)]"
609,DAOLU_2022_608,双井巷,LineString,EPSG:4326 (WGS84经纬度),236.47,118.787861,118.790258,32.05251,32.053125,"[(118.787861, 32.053125), (118.788841, 32.052867), (118.789218, 32.052763), (118.789745, 32.052621), (118.790258, 32.05251)]"
610,DAOLU_2022_609,唱经楼西街,LineString,EPSG:4326 (WGS84经纬度),184.56,118.780809,118.782104,32.054865,32.056111,"[(118.780809, 32.056111), (118.781201, 32.05572), (118.782104, 32.054865)]"
611,DAOLU_2022_610,邓府巷,LineString,EPSG:4326 (WGS84经纬度),343.4,118.784187,118.785285,32.04345,32.046392,"[(118.784187, 32.04345), (118.784431, 32.044435), (118.78448, 32.044624), (118.784506, 32.044694), (118.785134, 32.04607), (118.785285, 32.046392)]"
612,DAOLU_2022_611,文昌桥,LineString,EPSG:4326 (WGS84经纬度),50.19,118.791464,118.791977,32.055573,32.055691,"[(118.791977, 32.055573), (118.791464, 32.055691)]"
613,DAOLU_2022_612,富贵巷,LineString,EPSG:4326 (WGS84经纬度),179.83,118.814067,118.815964,32.050953,32.051096,"[(118.814067, 32.051096), (118.814963, 32.051015), (118.815964, 32.050953)]"
614,DAOLU_2022_613,一枝园,LineString,EPSG:4326 (WGS84经纬度),343.07,118.786363,118.789913,32.049636,32.050294,"[(118.786363, 32.050294), (118.786584, 32.050254), (118.789913, 32.049636)]"
615,DAOLU_2022_614,荷包套,LineString,EPSG:4326 (WGS84经纬度),264.39,118.799842,118.80263,32.054724,32.054927,"[(118.80263, 32.054724), (118.802135, 32.054787), (118.799842, 32.054927)]"
616,DAOLU_2022_615,昆仑路,LineString,EPSG:4326 (WGS84经纬度),443.16,118.781982,118.782773,32.067563,32.071501,"[(118.781982, 32.071501), (118.782318, 32.069875), (118.782488, 32.06912), (118.782711, 32.067983), (118.782773, 32.067565), (118.782773, 32.067563)]"
617,DAOLU_2022_616,观音阁,LineString,EPSG:4326 (WGS84经纬度),92.14,118.786197,118.786363,32.049475,32.050294,"[(118.786197, 32.049475), (118.786363, 32.050294)]"
618,DAOLU_2022_617,黄家塘,LineString,EPSG:4326 (WGS84经纬度),177.72,118.793868,118.794715,32.047137,32.048447,"[(118.794715, 32.048447), (118.794261, 32.047264), (118.793868, 32.047137)]"
619,DAOLU_2022_618,富贵巷,LineString,EPSG:4326 (WGS84经纬度),233.14,118.815964,118.816243,32.048907,32.050953,"[(118.815964, 32.050953), (118.816096, 32.050734), (118.816144, 32.050334), (118.816128, 32.049514), (118.816128, 32.049298), (118.81613, 32.049065), (118.816243, 32.048907)]"
620,DAOLU_2022_619,蓁巷,LineString,EPSG:4326 (WGS84经纬度),135.51,118.788194,118.788404,32.054146,32.055355,"[(118.788194, 32.054146), (118.788228, 32.054339), (118.788404, 32.055355)]"
621,DAOLU_2022_620,将军巷,LineString,EPSG:4326 (WGS84经纬度),336.51,118.787096,118.788194,32.051262,32.054146,"[(118.787096, 32.051262), (118.787409, 32.051912), (118.787656, 32.05254), (118.787861, 32.053125), (118.787997, 32.053527), (118.788194, 32.054146)]"
622,DAOLU_2022_621,汇文里,LineString,EPSG:4326 (WGS84经纬度),307.85,118.778866,118.782111,32.051314,32.051501,"[(118.782111, 32.051332), (118.781613, 32.051314), (118.780534, 32.051394), (118.779754, 32.051492), (118.779105, 32.051501), (118.778866, 32.05147)]"
623,DAOLU_2022_622,双龙巷,LineString,EPSG:4326 (WGS84经纬度),294.01,118.778875,118.781979,32.058564,32.05877,"[(118.781979, 32.05877), (118.780642, 32.058697), (118.779711, 32.058624), (118.779537, 32.058605), (118.778875, 32.058564)]"
624,DAOLU_2022_623,太平桥北,LineString,EPSG:4326 (WGS84经纬度),24.1,118.795746,118.795831,32.048751,32.048955,"[(118.795746, 32.048751), (118.795831, 32.048955)]"
625,DAOLU_2022_624,鸡鹅巷,LineString,EPSG:4326 (WGS84经纬度),214.08,118.784147,118.786363,32.050294,32.050703,"[(118.784147, 32.050703), (118.786363, 32.050294)]"
626,DAOLU_2022_625,香林寺路,LineString,EPSG:4326 (WGS84经纬度),208.73,118.811602,118.813486,32.048288,32.049262,"[(118.811602, 32.049262), (118.812493, 32.048716), (118.813486, 32.048288)]"
627,DAOLU_2022_626,通贤桥路,LineString,EPSG:4326 (WGS84经纬度),119.66,118.786584,118.786872,32.050254,32.051304,"[(118.786584, 32.050254), (118.786718, 32.050745), (118.786725, 32.05077), (118.786872, 32.051304)]"
628,DAOLU_2022_627,大钟亭,LineString,EPSG:4326 (WGS84经纬度),260.96,118.778921,118.781674,32.062048,32.062256,"[(118.778921, 32.062256), (118.779171, 32.062231), (118.780017, 32.062155), (118.780505, 32.062123), (118.780993, 32.062091), (118.781674, 32.062048)]"
629,DAOLU_2022_628,环湖路,LineString,EPSG:4326 (WGS84经纬度),426.06,118.80458,118.808073,32.060378,32.061782,"[(118.808073, 32.060557), (118.807679, 32.060378), (118.806978, 32.060501), (118.805744, 32.060628), (118.805229, 32.060669), (118.805047, 32.060696), (118.804913, 32.060751), (118.804838, 32.060996), (118.80458, 32.061782)]"
630,DAOLU_2022_629,肚带营,LineString,EPSG:4326 (WGS84经纬度),195.9,118.78368,118.785697,32.047786,32.048199,"[(118.785697, 32.047786), (118.78368, 32.048199)]"
631,DAOLU_2022_630,老虎桥,LineString,EPSG:4326 (WGS84经纬度),196.64,118.787072,118.787389,32.053766,32.055519,"[(118.787072, 32.053766), (118.787389, 32.055519)]"
632,DAOLU_2022_631,后半山园,LineString,EPSG:4326 (WGS84经纬度),464.05,118.815964,118.819181,32.050953,32.053549,"[(118.815964, 32.050953), (118.816359, 32.051199), (118.816792, 32.051688), (118.817165, 32.051897), (118.817458, 32.051962), (118.817912, 32.051956), (118.8182, 32.051996), (118.818483, 32.052089), (118.818652, 32.052222), (118.818811, 32.052355), (118.818919, 32.052707), (118.81899, 32.053044), (118.819056, 32.053171), (118.819181, 32.053549)]"
633,DAOLU_2022_632,石婆婆庵,LineString,EPSG:4326 (WGS84经纬度),79.67,118.78926,118.790051,32.046929,32.047172,"[(118.790051, 32.046929), (118.789755, 32.047048), (118.78926, 32.047172)]"
634,DAOLU_2022_633,厚载巷,LineString,EPSG:4326 (WGS84经纬度),611.26,118.774966,118.781355,32.064674,32.065284,"[(118.774966, 32.065284), (118.776137, 32.065039), (118.776755, 32.06491), (118.778032, 32.06471), (118.77859, 32.064674), (118.778851, 32.064676), (118.779066, 32.064678), (118.779566, 32.064683), (118.780789, 32.064801), (118.781355, 32.064829)]"
635,DAOLU_2022_634,同仁街,LineString,EPSG:4326 (WGS84经纬度),135.16,118.78063,118.782061,32.053229,32.053248,"[(118.78063, 32.053248), (118.782061, 32.053229)]"
636,DAOLU_2022_635,无名道路,LineString,EPSG:4326 (WGS84经纬度),253.18,118.794942,118.797026,32.055802,32.056812,"[(118.795049, 32.056812), (118.794942, 32.056418), (118.796014, 32.056112), (118.797026, 32.055802)]"
637,DAOLU_2022_636,文昌桥,LineString,EPSG:4326 (WGS84经纬度),84.01,118.790609,118.791464,32.055691,32.055901,"[(118.791464, 32.055691), (118.790609, 32.055901)]"
638,DAOLU_2022_637,青石街,LineString,EPSG:4326 (WGS84经纬度),448.08,118.77997,118.784506,32.044694,32.045866,"[(118.784506, 32.044694), (118.783093, 32.045004), (118.781417, 32.045405), (118.780533, 32.045687), (118.77997, 32.045866)]"
639,DAOLU_2022_638,洞庭路,LineString,EPSG:4326 (WGS84经纬度),305.82,118.778952,118.781998,32.071348,32.071691,"[(118.778952, 32.071348), (118.780236, 32.071521), (118.781858, 32.071691), (118.781998, 32.07146)]"
640,DAOLU_2022_639,红庙,LineString,EPSG:4326 (WGS84经纬度),216.8,118.783945,118.786197,32.049475,32.049855,"[(118.786197, 32.049475), (118.783945, 32.049855)]"
641,DAOLU_2022_640,西家大塘,LineString,EPSG:4326 (WGS84经纬度),922.97,118.781674,118.78934,32.062048,32.066276,"[(118.781674, 32.062048), (118.782894, 32.062162), (118.78318, 32.062764), (118.783544, 32.063279), (118.783668, 32.06353), (118.784121, 32.063812), (118.784425, 32.064127), (118.784845, 32.064346), (118.785286, 32.064487), (118.786343, 32.064776), (118.787539, 32.065587), (118.788385, 32.066238), (118.788608, 32.066276), (118.789063, 32.06622), (118.78934, 32.06615)]"
642,DAOLU_2022_641,老虎桥,LineString,EPSG:4326 (WGS84经纬度),292.25,118.784981,118.787997,32.053527,32.054017,"[(118.787997, 32.053527), (118.787516, 32.053595), (118.787242, 32.053681), (118.787072, 32.053766), (118.787033, 32.053785), (118.786563, 32.053859), (118.786164, 32.053922), (118.785508, 32.053992), (118.784981, 32.054017)]"
643,DAOLU_2022_642,太平桥南,LineString,EPSG:4326 (WGS84经纬度),604.73,118.793329,118.799615,32.047561,32.048472,"[(118.793329, 32.048472), (118.794908, 32.048444), (118.795978, 32.048189), (118.796839, 32.048042), (118.797869, 32.047897), (118.798077, 32.04787), (118.799091, 32.047671), (118.79956, 32.047568), (118.799615, 32.047561)]"
644,DAOLU_2022_643,兰园,LineString,EPSG:4326 (WGS84经纬度),120.02,118.79695,118.797095,32.055239,32.056314,"[(118.797095, 32.056314), (118.797035, 32.055866), (118.79695, 32.055239)]"
645,DAOLU_2022_644,卫巷,LineString,EPSG:4326 (WGS84经纬度),274.46,118.782093,118.784981,32.054017,32.054288,"[(118.782093, 32.054288), (118.78253, 32.054262), (118.782665, 32.054253), (118.783203, 32.054217), (118.78358, 32.054178), (118.784981, 32.054017)]"
646,DAOLU_2022_645,太平桥北,LineString,EPSG:4326 (WGS84经纬度),78.67,118.795831,118.796109,32.048955,32.049624,"[(118.795831, 32.048955), (118.795857, 32.049016), (118.796099, 32.0496), (118.796109, 32.049624)]"
647,DAOLU_2022_646,长江东街,LineString,EPSG:4326 (WGS84经纬度),164.06,118.792964,118.793149,32.042871,32.044339,"[(118.793149, 32.044339), (118.793016, 32.043727), (118.792964, 32.042871)]"
648,DAOLU_2022_647,成贤街,LineString,EPSG:4326 (WGS84经纬度),480.16,118.790474,118.790903,32.055012,32.059316,"[(118.790847, 32.059316), (118.79085, 32.058829), (118.790893, 32.058318), (118.790903, 32.058062), (118.790831, 32.057297), (118.790798, 32.056778), (118.790615, 32.055934), (118.790487, 32.055123), (118.790474, 32.055012)]"
649,DAOLU_2022_648,民福巷,LineString,EPSG:4326 (WGS84经纬度),471.8,118.81369,118.816914,32.047187,32.049188,"[(118.816794, 32.047187), (118.816867, 32.047728), (118.816914, 32.048592), (118.816243, 32.048907), (118.815866, 32.048955), (118.81369, 32.049188)]"
650,DAOLU_2022_649,农场巷,LineString,EPSG:4326 (WGS84经纬度),1005.65,118.80777,118.814454,32.054527,32.059284,"[(118.807798, 32.059284), (118.807773, 32.058399), (118.80777, 32.058107), (118.807833, 32.05801), (118.8081, 32.057885), (118.809151, 32.057545), (118.809161, 32.057479), (118.808837, 32.056135), (118.808861, 32.056059), (118.809683, 32.055914), (118.810064, 32.055766), (118.811105, 32.055524), (118.811638, 32.05535), (118.812535, 32.054991), (118.812698, 32.054946), (118.812997, 32.054955), (118.814271, 32.054654), (118.814454, 32.054527)]"
651,DAOLU_2022_650,富贵山路,LineString,EPSG:4326 (WGS84经纬度),539.17,118.814454,118.819849,32.053386,32.054628,"[(118.814454, 32.054518), (118.814725, 32.054512), (118.814864, 32.054628), (118.815066, 32.054626), (118.815225, 32.054515), (118.815924, 32.054346), (118.816842, 32.054177), (118.817345, 32.054157), (118.818353, 32.05385), (118.819178, 32.05355), (118.819741, 32.053414), (118.819849, 32.053386)]"
652,DAOLU_2022_651,糖坊桥,LineString,EPSG:4326 (WGS84经纬度),196.24,118.77997,118.78079,32.045866,32.047493,"[(118.77997, 32.045866), (118.78079, 32.047493)]"
653,DAOLU_2022_652,中山东路,LineString,EPSG:4326 (WGS84经纬度),790.38,118.811823,118.820169,32.041035,32.041543,"[(118.811823, 32.041543), (118.812567, 32.041498), (118.813345, 32.041451), (118.815068, 32.04136), (118.816473, 32.041284), (118.817288, 32.041242), (118.817303, 32.041242), (118.817854, 32.041191), (118.81899, 32.041086), (118.820169, 32.041035)]"
654,DAOLU_2022_653,估衣廊,LineString,EPSG:4326 (WGS84经纬度),383.14,118.78079,118.782324,32.047493,32.05069,"[(118.782324, 32.05069), (118.782044, 32.050207), (118.78165, 32.049327), (118.781562, 32.04913), (118.78079, 32.047493)]"
655,DAOLU_2022_654,北门桥,LineString,EPSG:4326 (WGS84经纬度),339.91,118.781959,118.783945,32.049855,32.052065,"[(118.783945, 32.049855), (118.783164, 32.050076), (118.782651, 32.050382), (118.782324, 32.05069), (118.782271, 32.050799), (118.782111, 32.051332), (118.781978, 32.051771), (118.781967, 32.051933), (118.781959, 32.052065)]"
656,DAOLU_2022_655,明故宫路,LineString,EPSG:4326 (WGS84经纬度),505.11,118.811823,118.813023,32.041543,32.045685,"[(118.813023, 32.045685), (118.812798, 32.045659), (118.812527, 32.04555), (118.812349, 32.045384), (118.812222, 32.045163), (118.812197, 32.044889), (118.81212, 32.044023), (118.812011, 32.043058), (118.811823, 32.041543)]"
657,DAOLU_2022_656,中山东路,LineString,EPSG:4326 (WGS84经纬度),586.87,118.799106,118.805301,32.042011,32.042415,"[(118.799106, 32.042415), (118.799207, 32.042406), (118.799522, 32.042382), (118.801307, 32.042249), (118.805301, 32.042011)]"
658,DAOLU_2022_657,太平门路,LineString,EPSG:4326 (WGS84经纬度),1610.37,118.808073,118.820687,32.056763,32.060695,"[(118.820687, 32.056791), (118.820123, 32.05682), (118.819333, 32.056763), (118.819149, 32.056782), (118.818782, 32.056886), (118.818285, 32.057138), (118.817683, 32.057455), (118.817513, 32.057683), (118.817445, 32.058027), (118.817577, 32.058326), (118.817911, 32.058683), (118.81835, 32.059068), (118.818399, 32.059114), (118.818434, 32.059158), (118.81847, 32.059216), (118.818491, 32.059271), (118.818505, 32.059336), (118.818501, 32.059397), (118.818485, 32.059463), (118.818462, 32.059504), (118.818439, 32.059538), (118.818407, 32.059572), (118.818261, 32.059726), (118.818097, 32.059901), (118.817877, 32.060123), (118.817742, 32.060238), (118.81767, 32.060305), (118.817511, 32.060452), (118.817328, 32.060572), (118.817185, 32.060634), (118.816914, 32.060673), (118.81662, 32.060695), (118.816028, 32.060695), (118.815296, 32.060595), (118.814734, 32.06052), (118.813859, 32.060424), (118.811838, 32.060407), (118.810893, 32.060408), (118.810467, 32.060393), (118.809776, 32.060404), (118.80891, 32.060466), (118.808073, 32.060557)]"
659,DAOLU_2022_658,中山东路,LineString,EPSG:4326 (WGS84经纬度),380.08,118.778865,118.782876,32.043559,32.043836,"[(118.778865, 32.043836), (118.779512, 32.043807), (118.781054, 32.043689), (118.781411, 32.043663), (118.782734, 32.043568), (118.782876, 32.043559)]"
660,DAOLU_2022_659,洪武北路,LineString,EPSG:4326 (WGS84经纬度),356.91,118.782876,118.783397,32.043559,32.046747,"[(118.782876, 32.043559), (118.783093, 32.045004), (118.783397, 32.046747)]"
661,DAOLU_2022_660,汉府街,LineString,EPSG:4326 (WGS84经纬度),493.23,118.794499,118.799719,32.04408,32.044151,"[(118.794499, 32.04408), (118.795574, 32.044106), (118.796237, 32.044113), (118.7964, 32.044115), (118.796693, 32.044125), (118.797451, 32.044151), (118.798039, 32.044143), (118.798336, 32.044132), (118.799028, 32.044123), (118.799292, 32.044112), (118.799357, 32.044109), (118.799719, 32.044097)]"
662,DAOLU_2022_661,中山东路,LineString,EPSG:4326 (WGS84经纬度),83.5,118.82163,118.822512,32.041102,32.041158,"[(118.822512, 32.041158), (118.82163, 32.041102)]"
663,DAOLU_2022_662,珠江路,LineString,EPSG:4326 (WGS84经纬度),506.23,118.800676,118.806027,32.047556,32.047706,"[(118.800676, 32.047565), (118.803831, 32.047556), (118.805674, 32.047652), (118.806027, 32.047706)]"
664,DAOLU_2022_663,后宰门街,LineString,EPSG:4326 (WGS84经纬度),442.73,118.81326,118.817924,32.047069,32.04746,"[(118.817924, 32.047069), (118.816759, 32.04719), (118.813939, 32.047395), (118.81326, 32.04746)]"
665,DAOLU_2022_664,安仁街,LineString,EPSG:4326 (WGS84经纬度),193.07,118.781674,118.781888,32.060317,32.062048,"[(118.781674, 32.062048), (118.78172, 32.061555), (118.781791, 32.060943), (118.781888, 32.060317)]"
666,DAOLU_2022_665,明故宫路,LineString,EPSG:4326 (WGS84经纬度),146.75,118.813023,118.813198,32.045685,32.047,"[(118.813198, 32.047), (118.813023, 32.045685)]"
667,DAOLU_2022_666,北安门街,LineString,EPSG:4326 (WGS84经纬度),887.38,118.81326,118.814462,32.04746,32.055378,"[(118.81443, 32.055378), (118.814433, 32.055143), (118.814462, 32.054411), (118.814376, 32.054009), (118.81408, 32.051163), (118.813697, 32.049219), (118.813486, 32.048288), (118.81326, 32.04746)]"
668,DAOLU_2022_667,大石桥街,LineString,EPSG:4326 (WGS84经纬度),302.59,118.778878,118.782073,32.056015,32.056167,"[(118.782073, 32.056167), (118.780809, 32.056111), (118.779063, 32.056056), (118.778878, 32.056015)]"
669,DAOLU_2022_668,清溪路,LineString,EPSG:4326 (WGS84经纬度),648.9,118.817299,118.817924,32.041242,32.047069,"[(118.817303, 32.041242), (118.817299, 32.04128), (118.817495, 32.042867), (118.817542, 32.043248), (118.817731, 32.044882), (118.817924, 32.047069)]"
670,DAOLU_2022_669,珠江路,LineString,EPSG:4326 (WGS84经纬度),294.98,118.79839,118.800676,32.047565,32.049217,"[(118.79839, 32.049217), (118.798567, 32.049084), (118.79902, 32.048971), (118.799323, 32.048838), (118.799522, 32.048675), (118.799716, 32.048439), (118.799793, 32.048346), (118.800063, 32.047945), (118.800242, 32.047746), (118.80043, 32.047631), (118.800676, 32.047565)]"
671,DAOLU_2022_670,龙蟠路,LineString,EPSG:4326 (WGS84经纬度),611.1,118.802942,118.808073,32.059193,32.060557,"[(118.802942, 32.059395), (118.803258, 32.059458), (118.803771, 32.059562), (118.803846, 32.059576), (118.80408, 32.059592), (118.805143, 32.059465), (118.80561, 32.059424), (118.806164, 32.059326), (118.807292, 32.059193), (118.807496, 32.059194), (118.807642, 32.059215), (118.807798, 32.059284), (118.807882, 32.05941), (118.807911, 32.059517), (118.808025, 32.060407), (118.808073, 32.060557)]"
